number_of_components,n_nodes,n_edges,density,global_efficiency,diameter,shortest_path,city,year
2,2,1,1.0,1.0,1,1.0,Basingstoke,2011
2,3,3,1.0,1.0,1,1.0,Basingstoke,2012
3,3,3,1.0,1.0,1,1.0,Basingstoke,2013
4,3,3,1.0,1.0,1,1.0,Basingstoke,2016
5,3,3,1.0,1.0,1,1.0,Basingstoke,2018
5,3,3,1.0,1.0,1,1.0,Basingstoke,2020
1,2,1,1.0,1.0,1,1.0,Bagsværd,2000
1,2,1,1.0,1.0,1,1.0,Palhoça,2016
1,2,1,1.0,1.0,1,1.0,Palhoça,2023
1,2,1,1.0,1.0,1,1.0,Ampang,2001
1,2,1,1.0,1.0,1,1.0,Victoriaville,2021
1,2,1,1.0,1.0,1,1.0,Redwood Shores,1999
2,2,1,1.0,1.0,1,1.0,Redwood Shores,2002
3,2,1,1.0,1.0,1,1.0,Redwood Shores,2009
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Redwood Shores,2011
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Redwood Shores,2015
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Redwood Shores,2016
3,5,4,0.4,0.6666666666666667,3,1.8,Redwood Shores,2020
1,2,1,1.0,1.0,1,1.0,Byron Bay,1999
1,3,3,1.0,1.0,1,1.0,Byron Bay,2010
2,3,3,1.0,1.0,1,1.0,Byron Bay,2015
2,4,6,1.0,1.0,1,1.0,Byron Bay,2016
1,2,1,1.0,1.0,1,1.0,Corsham,2020
1,2,1,1.0,1.0,1,1.0,White Rock,2003
1,2,1,1.0,1.0,1,1.0,Yerevan,2010
3,2,1,1.0,1.0,1,1.0,Yerevan,2012
5,2,1,1.0,1.0,1,1.0,Yerevan,2013
7,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Yerevan,2014
11,3,3,1.0,1.0,1,1.0,Yerevan,2015
12,3,3,1.0,1.0,1,1.0,Yerevan,2016
13,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Yerevan,2017
15,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Yerevan,2018
17,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Yerevan,2020
19,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Yerevan,2021
20,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Yerevan,2022
1,2,1,1.0,1.0,1,1.0,Ridgewood,2006
2,2,1,1.0,1.0,1,1.0,Ridgewood,2017
1,2,1,1.0,1.0,1,1.0,Tetovo,2017
1,2,1,1.0,1.0,1,1.0,Porcia,2018
1,2,1,1.0,1.0,1,1.0,São Tomé,2021
1,2,1,1.0,1.0,1,1.0,Pennsauken,2019
1,2,1,1.0,1.0,1,1.0,Formigine,2019
1,2,1,1.0,1.0,1,1.0,Saint Joseph,2009
1,2,1,1.0,1.0,1,1.0,Bohemia,2020
1,2,1,1.0,1.0,1,1.0,Reidsville,2021
1,2,1,1.0,1.0,1,1.0,Offenburg,2019
1,2,1,1.0,1.0,1,1.0,Jenks,2000
2,2,1,1.0,1.0,1,1.0,Jenks,2014
2,2,1,1.0,1.0,1,1.0,Jenks,2020
1,2,1,1.0,1.0,1,1.0,Spicewood,2018
1,2,1,1.0,1.0,1,1.0,Rijeka,2014
2,3,3,1.0,1.0,1,1.0,Rijeka,2015
3,3,3,1.0,1.0,1,1.0,Rijeka,2020
1,2,1,1.0,1.0,1,1.0,Saratoga Springs,2001
3,2,1,1.0,1.0,1,1.0,Saratoga Springs,2015
5,2,1,1.0,1.0,1,1.0,Saratoga Springs,2016
6,2,1,1.0,1.0,1,1.0,Saratoga Springs,2017
8,3,3,1.0,1.0,1,1.0,Saratoga Springs,2018
8,3,3,1.0,1.0,1,1.0,Saratoga Springs,2020
9,3,3,1.0,1.0,1,1.0,Saratoga Springs,2021
1,3,3,1.0,1.0,1,1.0,Rock Hill,2009
2,3,3,1.0,1.0,1,1.0,Rock Hill,2016
4,3,3,1.0,1.0,1,1.0,Rock Hill,2017
4,4,6,1.0,1.0,1,1.0,Rock Hill,2018
1,3,3,1.0,1.0,1,1.0,Zonhoven,2018
1,4,6,1.0,1.0,1,1.0,Zonhoven,2022
1,2,1,1.0,1.0,1,1.0,Livermore,1999
2,2,1,1.0,1.0,1,1.0,Livermore,2006
3,2,1,1.0,1.0,1,1.0,Livermore,2007
4,2,1,1.0,1.0,1,1.0,Livermore,2010
5,3,3,1.0,1.0,1,1.0,Livermore,2015
6,3,3,1.0,1.0,1,1.0,Livermore,2018
7,3,3,1.0,1.0,1,1.0,Livermore,2022
1,2,1,1.0,1.0,1,1.0,Stoughton,2006
1,2,1,1.0,1.0,1,1.0,Prague,1994
2,2,1,1.0,1.0,1,1.0,Prague,1999
3,2,1,1.0,1.0,1,1.0,Prague,2006
3,3,3,1.0,1.0,1,1.0,Prague,2007
3,4,6,1.0,1.0,1,1.0,Prague,2008
6,5,7,0.7,0.85,2,1.3,Prague,2010
9,6,9,0.6,0.8,2,1.4,Prague,2011
12,8,11,0.39285714285714285,0.6607142857142857,3,1.8214285714285714,Prague,2012
16,8,14,0.5,0.7142857142857143,3,1.7142857142857142,Prague,2013
17,8,14,0.5,0.7142857142857143,3,1.7142857142857142,Prague,2014
23,11,23,0.41818181818181815,0.6787878787878786,3,1.7636363636363637,Prague,2015
28,12,24,0.36363636363636365,0.6515151515151514,3,1.8181818181818181,Prague,2016
36,18,31,0.20261437908496732,0.4935729847494555,6,2.6470588235294117,Prague,2017
45,18,31,0.20261437908496732,0.49357298474945466,6,2.6470588235294117,Prague,2018
49,20,34,0.17894736842105263,0.4724185463659152,7,2.768421052631579,Prague,2019
57,20,36,0.18947368421052632,0.49973684210526326,5,2.5157894736842104,Prague,2020
62,21,29,0.1380952380952381,0.3887679516250944,9,3.7333333333333334,Prague,2021
63,44,81,0.08562367864693446,0.3694490586932472,8,3.488372093023256,Prague,2022
64,45,84,0.08484848484848485,0.36838263588263853,8,3.48989898989899,Prague,2023
64,45,84,0.08484848484848485,0.3683826358826387,8,3.48989898989899,Prague,2024
1,2,1,1.0,1.0,1,1.0,Bentley,2017
1,2,1,1.0,1.0,1,1.0,Bentley,2018
1,2,1,1.0,1.0,1,1.0,Asunción,2017
2,2,1,1.0,1.0,1,1.0,Asunción,2019
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Asunción,2022
1,2,1,1.0,1.0,1,1.0,Cerritos,2014
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Cerritos,2017
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Cerritos,2019
1,2,1,1.0,1.0,1,1.0,Spino D'adda,2022
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Oklahoma City,1998
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Oklahoma City,1999
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Oklahoma City,2001
5,3,3,1.0,1.0,1,1.0,Oklahoma City,2005
6,3,3,1.0,1.0,1,1.0,Oklahoma City,2006
7,3,3,1.0,1.0,1,1.0,Oklahoma City,2007
9,3,3,1.0,1.0,1,1.0,Oklahoma City,2009
11,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Oklahoma City,2010
13,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Oklahoma City,2011
15,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Oklahoma City,2012
17,4,5,0.8333333333333334,0.9166666666666666,2,1.1666666666666667,Oklahoma City,2013
20,5,6,0.6,0.8,2,1.4,Oklahoma City,2014
23,5,6,0.6,0.8,2,1.4,Oklahoma City,2015
27,6,9,0.6,0.8,2,1.4,Oklahoma City,2016
32,7,10,0.47619047619047616,0.7301587301587302,3,1.5714285714285714,Oklahoma City,2017
39,7,10,0.47619047619047616,0.7301587301587301,3,1.5714285714285714,Oklahoma City,2018
43,13,17,0.21794871794871795,0.5207264957264955,5,2.3846153846153846,Oklahoma City,2019
48,13,17,0.21794871794871795,0.5207264957264955,5,2.3846153846153846,Oklahoma City,2020
48,14,21,0.23076923076923078,0.529670329670329,5,2.3516483516483517,Oklahoma City,2021
49,14,21,0.23076923076923078,0.5296703296703295,5,2.3516483516483517,Oklahoma City,2022
50,14,21,0.23076923076923078,0.529670329670329,5,2.3516483516483517,Oklahoma City,2023
50,14,21,0.23076923076923078,0.529670329670329,5,2.3516483516483517,Oklahoma City,2024
1,2,1,1.0,1.0,1,1.0,Tewksbury,2010
2,2,1,1.0,1.0,1,1.0,Tewksbury,2012
2,2,1,1.0,1.0,1,1.0,Tewksbury,2020
1,2,1,1.0,1.0,1,1.0,Lucca,2015
3,2,1,1.0,1.0,1,1.0,Lucca,2017
4,2,1,1.0,1.0,1,1.0,Lucca,2019
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Lucca,2022
1,2,1,1.0,1.0,1,1.0,Glen Mills,2021
1,2,1,1.0,1.0,1,1.0,Willebroek,2019
1,2,1,1.0,1.0,1,1.0,Albertville,2009
1,2,1,1.0,1.0,1,1.0,Spalding,2020
1,2,1,1.0,1.0,1,1.0,Birkirkara,2009
2,2,1,1.0,1.0,1,1.0,Birkirkara,2018
1,2,1,1.0,1.0,1,1.0,Sant Cugat Del Vallès,2006
1,3,3,1.0,1.0,1,1.0,Sant Cugat Del Vallès,2007
1,4,6,1.0,1.0,1,1.0,Sant Cugat Del Vallès,2009
1,4,6,1.0,1.0,1,1.0,Sant Cugat Del Vallès,2015
1,4,6,1.0,1.0,1,1.0,Sant Cugat Del Vallès,2016
2,4,6,1.0,1.0,1,1.0,Sant Cugat Del Vallès,2021
1,2,1,1.0,1.0,1,1.0,Antalya,2023
1,2,1,1.0,1.0,1,1.0,Cergy,2014
1,2,1,1.0,1.0,1,1.0,Seligenstadt,2005
1,2,1,1.0,1.0,1,1.0,Tulare,2015
1,2,1,1.0,1.0,1,1.0,Weston,1993
2,2,1,1.0,1.0,1,1.0,Weston,2014
3,2,1,1.0,1.0,1,1.0,Weston,2018
4,2,1,1.0,1.0,1,1.0,Weston,2019
5,2,1,1.0,1.0,1,1.0,Weston,2020
1,2,1,1.0,1.0,1,1.0,Salvador,2003
2,2,1,1.0,1.0,1,1.0,Salvador,2012
4,2,1,1.0,1.0,1,1.0,Salvador,2013
6,2,1,1.0,1.0,1,1.0,Salvador,2019
7,2,1,1.0,1.0,1,1.0,Salvador,2020
8,2,1,1.0,1.0,1,1.0,Salvador,2021
1,2,1,1.0,1.0,1,1.0,San Giovanni Incarico,2019
1,2,1,1.0,1.0,1,1.0,Binfield,2013
1,2,1,1.0,1.0,1,1.0,Hsinchu,2014
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Hsinchu,2017
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Hsinchu,2018
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Hsinchu,2020
1,2,1,1.0,1.0,1,1.0,Hoffman Estates,2009
2,2,1,1.0,1.0,1,1.0,Hoffman Estates,2013
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Hoffman Estates,2019
1,2,1,1.0,1.0,1,1.0,Minnetonka,2008
2,2,1,1.0,1.0,1,1.0,Minnetonka,2010
3,2,1,1.0,1.0,1,1.0,Minnetonka,2012
6,2,1,1.0,1.0,1,1.0,Minnetonka,2017
6,2,1,1.0,1.0,1,1.0,Minnetonka,2018
6,2,1,1.0,1.0,1,1.0,Minnetonka,2021
1,2,1,1.0,1.0,1,1.0,Fornebu,2011
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Fornebu,2021
1,2,1,1.0,1.0,1,1.0,Bryn Mawr,2012
2,2,1,1.0,1.0,1,1.0,Bryn Mawr,2020
1,2,1,1.0,1.0,1,1.0,Watkinsville,1989
1,2,1,1.0,1.0,1,1.0,Lagos,1998
4,2,1,1.0,1.0,1,1.0,Lagos,2009
6,2,1,1.0,1.0,1,1.0,Lagos,2010
7,2,1,1.0,1.0,1,1.0,Lagos,2011
12,2,1,1.0,1.0,1,1.0,Lagos,2012
13,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Lagos,2013
21,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Lagos,2014
27,6,8,0.5333333333333333,0.7555555555555556,3,1.5333333333333334,Lagos,2015
37,7,12,0.5714285714285714,0.7777777777777777,3,1.4761904761904763,Lagos,2016
41,7,12,0.5714285714285714,0.7777777777777777,3,1.4761904761904763,Lagos,2017
48,7,12,0.5714285714285714,0.7777777777777777,3,1.4761904761904763,Lagos,2018
59,7,21,1.0,1.0,1,1.0,Lagos,2019
74,9,29,0.8055555555555556,0.9027777777777778,2,1.1944444444444444,Lagos,2020
89,14,22,0.24175824175824176,0.5430402930402924,4,2.2747252747252746,Lagos,2021
95,15,24,0.22857142857142856,0.5420634920634915,4,2.2476190476190476,Lagos,2022
102,15,24,0.22857142857142856,0.5420634920634915,4,2.2476190476190476,Lagos,2023
103,15,24,0.22857142857142856,0.5420634920634912,4,2.2476190476190476,Lagos,2024
1,2,1,1.0,1.0,1,1.0,Yucca Valley,2018
1,2,1,1.0,1.0,1,1.0,Warrington,2009
2,2,1,1.0,1.0,1,1.0,Warrington,2010
4,2,1,1.0,1.0,1,1.0,Warrington,2014
4,3,3,1.0,1.0,1,1.0,Warrington,2019
5,3,3,1.0,1.0,1,1.0,Warrington,2020
6,3,3,1.0,1.0,1,1.0,Warrington,2021
1,2,1,1.0,1.0,1,1.0,Bangkok,2008
3,2,1,1.0,1.0,1,1.0,Bangkok,2009
5,3,3,1.0,1.0,1,1.0,Bangkok,2011
11,3,3,1.0,1.0,1,1.0,Bangkok,2012
16,4,6,1.0,1.0,1,1.0,Bangkok,2013
21,4,6,1.0,1.0,1,1.0,Bangkok,2014
24,6,8,0.5333333333333333,0.7333333333333333,3,1.6666666666666667,Bangkok,2015
29,7,16,0.7619047619047619,0.8809523809523809,2,1.2380952380952381,Bangkok,2016
32,8,11,0.39285714285714285,0.6369047619047619,4,2.0,Bangkok,2017
35,12,16,0.24242424242424243,0.5580808080808083,4,2.1666666666666665,Bangkok,2018
39,18,27,0.17647058823529413,0.4480392156862744,6,3.0718954248366015,Bangkok,2019
41,19,29,0.1695906432748538,0.44541910331384016,6,3.0760233918128654,Bangkok,2020
40,26,35,0.1076923076923077,0.39818315018315054,7,3.1538461538461537,Bangkok,2021
42,26,38,0.11692307692307692,0.40895238095238107,7,3.076923076923077,Bangkok,2022
43,26,38,0.11692307692307692,0.40895238095238107,7,3.076923076923077,Bangkok,2023
1,2,1,1.0,1.0,1,1.0,Maplewood,2010
1,2,1,1.0,1.0,1,1.0,Orléans,2020
1,2,1,1.0,1.0,1,1.0,Dieppe,2011
1,2,1,1.0,1.0,1,1.0,Sylhet,2018
2,2,1,1.0,1.0,1,1.0,Sylhet,2022
2,3,3,1.0,1.0,1,1.0,Sylhet,2023
1,2,1,1.0,1.0,1,1.0,Wrexham,2019
1,2,1,1.0,1.0,1,1.0,Grafton,2014
1,2,1,1.0,1.0,1,1.0,Alpine,2013
2,2,1,1.0,1.0,1,1.0,Alpine,2015
2,3,3,1.0,1.0,1,1.0,Alpine,2017
3,3,3,1.0,1.0,1,1.0,Alpine,2022
1,2,1,1.0,1.0,1,1.0,Saint-marcel-lès-valence,2017
1,2,1,1.0,1.0,1,1.0,Cedar Falls,2011
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Cedar Falls,2012
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Cedar Falls,2017
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Cedar Falls,2020
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Cedar Falls,2022
1,2,1,1.0,1.0,1,1.0,Omaha,1983
2,2,1,1.0,1.0,1,1.0,Omaha,1990
3,2,1,1.0,1.0,1,1.0,Omaha,1992
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Omaha,1993
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Omaha,1996
5,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Omaha,1997
7,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Omaha,1999
9,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Omaha,2002
10,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Omaha,2003
10,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Omaha,2004
11,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Omaha,2005
13,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Omaha,2006
17,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Omaha,2007
20,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Omaha,2008
21,3,3,1.0,1.0,1,1.0,Omaha,2009
22,5,10,1.0,1.0,1,1.0,Omaha,2010
24,5,10,1.0,1.0,1,1.0,Omaha,2011
29,6,15,1.0,1.0,1,1.0,Omaha,2012
32,6,15,1.0,1.0,1,1.0,Omaha,2013
35,6,15,1.0,1.0,1,1.0,Omaha,2014
37,7,21,1.0,1.0,1,1.0,Omaha,2015
39,7,21,1.0,1.0,1,1.0,Omaha,2016
41,8,12,0.42857142857142855,0.6845238095238094,3,1.75,Omaha,2017
48,12,12,0.18181818181818182,0.4306277056277059,7,3.3636363636363638,Omaha,2018
57,12,12,0.18181818181818182,0.4306277056277059,7,3.3636363636363638,Omaha,2019
60,20,24,0.12631578947368421,0.3610505430242273,10,4.157894736842105,Omaha,2020
62,21,26,0.12380952380952381,0.3638869992441421,10,4.076190476190476,Omaha,2021
64,22,27,0.11688311688311688,0.3608207929636497,10,4.043290043290043,Omaha,2022
68,23,29,0.11462450592885376,0.3591316895664718,10,4.047430830039525,Omaha,2023
67,23,29,0.11462450592885376,0.3591316895664722,10,4.047430830039525,Omaha,2024
1,2,1,1.0,1.0,1,1.0,Lappeenranta,2017
2,4,5,0.8333333333333334,0.9166666666666666,2,1.1666666666666667,Lappeenranta,2019
3,4,5,0.8333333333333334,0.9166666666666666,2,1.1666666666666667,Lappeenranta,2022
1,2,1,1.0,1.0,1,1.0,Taglio Di Po,2017
1,2,1,1.0,1.0,1,1.0,Vlaardingen,2009
2,2,1,1.0,1.0,1,1.0,Vlaardingen,2018
2,2,1,1.0,1.0,1,1.0,Vlaardingen,2019
2,3,3,1.0,1.0,1,1.0,Vlaardingen,2021
1,2,1,1.0,1.0,1,1.0,Guadalajara,2008
2,2,1,1.0,1.0,1,1.0,Guadalajara,2009
3,2,1,1.0,1.0,1,1.0,Guadalajara,2010
4,2,1,1.0,1.0,1,1.0,Guadalajara,2011
7,2,1,1.0,1.0,1,1.0,Guadalajara,2012
8,2,1,1.0,1.0,1,1.0,Guadalajara,2013
9,2,1,1.0,1.0,1,1.0,Guadalajara,2014
10,3,3,1.0,1.0,1,1.0,Guadalajara,2015
12,3,3,1.0,1.0,1,1.0,Guadalajara,2016
18,3,3,1.0,1.0,1,1.0,Guadalajara,2017
20,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Guadalajara,2018
22,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Guadalajara,2019
24,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Guadalajara,2020
25,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Guadalajara,2021
25,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Guadalajara,2022
1,2,1,1.0,1.0,1,1.0,Sandpoint,2014
1,3,3,1.0,1.0,1,1.0,Sandpoint,2017
1,2,1,1.0,1.0,1,1.0,Houten,2010
1,2,1,1.0,1.0,1,1.0,Billund,2017
1,2,1,1.0,1.0,1,1.0,Billund,2019
1,2,1,1.0,1.0,1,1.0,Billund,2020
1,2,1,1.0,1.0,1,1.0,Billund,2021
2,2,1,1.0,1.0,1,1.0,Billund,2022
1,2,1,1.0,1.0,1,1.0,Warren,2001
2,2,1,1.0,1.0,1,1.0,Warren,2002
4,2,1,1.0,1.0,1,1.0,Warren,2003
4,3,3,1.0,1.0,1,1.0,Warren,2013
4,3,3,1.0,1.0,1,1.0,Warren,2016
5,3,3,1.0,1.0,1,1.0,Warren,2019
1,2,1,1.0,1.0,1,1.0,Faisalabad,2014
1,2,1,1.0,1.0,1,1.0,Greifenberg,2022
1,2,1,1.0,1.0,1,1.0,Elkhorn,2001
2,2,1,1.0,1.0,1,1.0,Elkhorn,2013
1,3,3,1.0,1.0,1,1.0,Gentilly,2009
1,3,3,1.0,1.0,1,1.0,Gentilly,2020
1,2,1,1.0,1.0,1,1.0,Embourg,2018
1,2,1,1.0,1.0,1,1.0,Embourg,2020
1,2,1,1.0,1.0,1,1.0,Madhapur,2008
2,2,1,1.0,1.0,1,1.0,Madhapur,2016
1,2,1,1.0,1.0,1,1.0,Oregon City,2019
1,2,1,1.0,1.0,1,1.0,Gateshead,2008
2,2,1,1.0,1.0,1,1.0,Gateshead,2012
3,3,3,1.0,1.0,1,1.0,Gateshead,2018
3,3,3,1.0,1.0,1,1.0,Gateshead,2021
1,2,1,1.0,1.0,1,1.0,Chico,2008
2,2,1,1.0,1.0,1,1.0,Chico,2011
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Chico,2014
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Chico,2015
2,6,5,0.3333333333333333,0.6222222222222222,3,1.9333333333333333,Chico,2016
3,6,5,0.3333333333333333,0.6222222222222222,3,1.9333333333333333,Chico,2018
4,8,8,0.2857142857142857,0.6071428571428571,3,1.9285714285714286,Chico,2019
4,10,11,0.24444444444444444,0.5611111111111116,4,2.1555555555555554,Chico,2020
6,10,11,0.24444444444444444,0.5611111111111116,4,2.1555555555555554,Chico,2021
1,2,1,1.0,1.0,1,1.0,Sandwich,2012
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Sandwich,2015
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Sandwich,2018
1,2,1,1.0,1.0,1,1.0,Larchmont,2016
1,2,1,1.0,1.0,1,1.0,Larchmont,2017
2,2,1,1.0,1.0,1,1.0,Larchmont,2021
1,2,1,1.0,1.0,1,1.0,Gothenburg,1997
2,2,1,1.0,1.0,1,1.0,Gothenburg,2005
3,3,3,1.0,1.0,1,1.0,Gothenburg,2009
4,3,3,1.0,1.0,1,1.0,Gothenburg,2010
5,3,3,1.0,1.0,1,1.0,Gothenburg,2011
8,4,6,1.0,1.0,1,1.0,Gothenburg,2012
10,4,6,1.0,1.0,1,1.0,Gothenburg,2013
11,4,6,1.0,1.0,1,1.0,Gothenburg,2014
15,6,11,0.7333333333333333,0.8666666666666667,2,1.2666666666666666,Gothenburg,2015
16,6,11,0.7333333333333333,0.8666666666666667,2,1.2666666666666666,Gothenburg,2016
18,6,11,0.7333333333333333,0.8666666666666667,2,1.2666666666666666,Gothenburg,2017
24,6,11,0.7333333333333333,0.8666666666666667,2,1.2666666666666666,Gothenburg,2018
26,6,11,0.7333333333333333,0.8666666666666667,2,1.2666666666666666,Gothenburg,2019
26,6,11,0.7333333333333333,0.8666666666666667,2,1.2666666666666666,Gothenburg,2020
28,6,11,0.7333333333333333,0.8666666666666667,2,1.2666666666666666,Gothenburg,2021
32,7,6,0.2857142857142857,0.611111111111111,3,1.9047619047619047,Gothenburg,2022
